LATITUD;LONGITUD;IDENTIFICADOR;NOMBRE PARADERO;VIA PARADERO;DIRECCION PARADERO
4.596036211;-74.157230635;043A10;Estación Madelena;Av. Cl 57 R S;AC 57R S - Kr 66A
4.597936212;-74.154103523;351A09;Br Guadalupe;Kr  63;Kr 63 - Auto Sur
4.597841210;-74.153880516;352A09;Br Guadalupe;Kr  63;Kr 63 - Auto Sur
4.599499227;-74.154441527;473A09;Kr 63;Kr  63;Kr 63 - Dg 57B S
4.600221233;-74.154344520;355A09;Br Villa del Río;Cl 57B;Cl 57B S - Kr 62
4.600272231;-74.153850504;354A09;Br Villa del Río;Cl 57B S;Cl 57B S - KR 62
4.608728346;-74.162698754;521A09;Lago Timiza II Etapa;Kr 77 Q;Kr 77 Q - cl 46 Sur
4.608540337;-74.161254707;022A09;Br Timiza Tv 77P Bis;Av. Ciudad Villavicencio;Av. Villavicencio - Tv 77P Bis
4.607646327;-74.160776696;367A09;Br Jaqueline;Cl 45 S;Cl 45 S - Kr 73 D
4.607656327;-74.160636691;368A09;Br Timiza Kr 73D;Cl 45 S;Cl 45 S - Kr 73D
4.608981334;-74.159811658;369A09;Cl 43A S;Kr  74;Kr 74 - Cl 43A S
4.609004333;-74.159624651;370A09;COL Kennedy;Kr  74;Kr 74 - Cl 43A S
4.609616358;-74.163566778;375A09;Cl 46 B S;Cl 46 B S;Cl 46 B S - Kr 77V-21
4.613989411;-74.166952868;026A09;Br. Catalina;Av. 1 de Mayo;Av. 1 de Mayo - Cl 48B S
4.614477405;-74.164851797;169A08;Colegio Giraldilla;Av. 1 de Mayo;Av. 1 de Mayo - Cl 46B S
4.614836401;-74.163282744;107A09;Br. Tocarema;Av. 1 de Mayo;Av. 1 de Mayo - Cl 44A S
4.610768360;-74.162120725;380A09;Kr 77Y;Cl 45 S;Cl 45 S - Kr 77Y-60
4.610796361;-74.162215728;379A09;Br Jaqueline;Cl 45 S;Cl 45 S - Kr 77Y-25
4.611634368;-74.162054719;382A09;Br Tocarema;Kr  78;Kr 78 - Cl 43A-17 S
4.611209349;-74.159013621;130A09;Cl 42G S;Cl 42G S;Cl 42G S - Kr 74A
4.615760397;-74.160899661;180A08;Ciudad Kennedy;Av. 1 de Mayo;Av. 1 de Mayo - AC 43 S
4.614527378;-74.159126609;515A09;Cl 42 Sur;CL 42 SUR;CL 42 SUR - KR 78D
4.614742380;-74.159133608;516A09;CL 42 SUR;CL 42 SUR;CL 42 SUR - 78D
4.616399398;-74.159968627;252A08;Compensar 1 de Mayo;Cl 42 S;Cl 42 S - Tv 78H
4.605563291;-74.156900578;385A09;Br Boita Kr 72V;Cl 45 S;Cl 45 S - Kr 72 V
4.605643291;-74.156750573;386A09;Br Santa Catalina Kr 72V;Cl 45 S;Cl 45 S - Kr 72 V
4.604158260;-74.153052459;387A09;Br Boita Kr 72M;Cl 45 S;Cl 45 S - Kr 72 M
4.604197260;-74.152857452;388A09;Br Santa Catalina;Cl 45 S;Cl 45 S - Kr 72 M
4.602788240;-74.151299408;389A09;Br Boíta;Kr  72J;Kr 72J - Cl 47 S
4.602663238;-74.151144403;390A09;Br. Boíta;Kr  72J;Kr 72J - Cl 47
4.610969340;-74.157423570;392A09;Cl 42C S;Kr  74;Kr 74 - Cl 42C S
4.611110339;-74.157129559;393A09;Br Timiza Cl 42 Sur;Kr  74;Kr 74 - Cl 42 S
4.612787348;-74.155955513;395A09;Cl 41B S;Cl 41B S;Cl 41B S - Kr 74
4.612516346;-74.155912513;394A09;Pquia. Santo Tomas;Cl 41B S;Cl 41B S - Tv 74
4.616095386;-74.157979564;108A09;Br. Timiza;Av. 1 de Mayo;Av. 1 de Mayo - Cl 41C S
4.616516382;-74.156318507;181A08;Ciudad Kennedy Central;Av. 1 de Mayo;Av. 1 de Mayo - Cl 40J S
4.617250387;-74.156007493;546A08;IED Tom Adams;CL 41 SUR;CL 41 SUR - 74F
4.616483378;-74.155668486;106A09;Br. Timiza Cl 40K Sur;Av. 1 de Mayo;Av. 1 de Mayo - Cl 40K S
4.616856372;-74.153559415;103A09;Hsp. Kennedy;Av. 1 de Mayo;Av. 1 de Mayo -  Cl 40 S
4.617083374;-74.153596415;182A08;Hsp. de Kennedy;Av. 1 de Mayo;Av. 1 de Mayo - Cl 40S
4.621151547;-74.182463343;317A08;DG 56A Bis Sur;Av. Ciudad de Cali;AV. C. Cali - DG 56A Bis Sur
4.620994545;-74.182269338;318A08;DG 56A Sur;Av. Ciudad de Cali;AV. C. Cali  - DG 56A Sur
4.625021567;-74.179692234;329A08;Br Chicalá;Cl 53 S;Cl 53 S - Kr 86C
4.618524494;-74.176081146;253A08;Merkabastos;Cl 54 S;Cl 54 S - Kr 81B
4.618485492;-74.175671133;324A08;Merkabastos;Cl 54 S;Cl 54 S - Kr 81A
4.623743553;-74.179070219;019A08;Colegio Colsubsidio Chicalá;Av. Ciudad de Cali;Av Ciudad de Cali - CL 53 Sur
4.624622560;-74.178903210;018A08;CL 53 S;Av. Ciudad de Cali;Av Ciudad de Cali - CL 53 S
4.626318580;-74.179940236;538A08;Pq Público Betania;Kr 87;Kr 87 - Cl 51B S
4.628445600;-74.180296237;#N/A;Br Brasilia;Cl 51;Cl 51 S - Kr 87D – 21
4.630938622;-74.180420229;098A08;Br Brasil;Kr  88C;Kr 88C - Cl 50 S
4.629452595;-74.177603144;541A08;Kr 87D;Cl 49S;Cl 49 S - Kr 87D
4.626782570;-74.177088140;535A08;Br las Margaritas;Dg 49 D;Dg 49 S - Kr 86
4.626090558;-74.175761100;020A08;Pq Público las Margaritas;Av. Ciudad de Cali;Av Ciudad de Cali - Cl 48 S
4.626494562;-74.175865101;021A08;Salón Comunal Alameda de San J;Av. Ciudad de Cali;Av Ciudad de Cali - Cl 48 S
4.631537620;-74.179053182;096A08;Kr 88 C;Kr  88C;Kr 88C - Cl 49A S
4.619740495;-74.174087075;225A08;Cl 51B SUR;Kr 81B;Kr 81B - Cl 51B
4.619999496;-74.173839066;337A08;Cl 51A Sur;Kr 81B;Kr 81B - Cl 51 S
4.622290511;-74.172777020;239A08;Hsp del Sur Britalia;Cl 49 S;Cl 49 S - Kr 81D S
4.622223509;-74.172626015;238A08;Hsp del Sur Britalia;Cl 49 S;Cl 49 S - Kr 81D
4.623977518;-74.171374966;340A08;Br. Gran Britalia I;Kr 81H;Kr 81H - Cl 46 S
4.624412521;-74.171143956;347A08;CAI Britalia;Kr 81H;Kr 81H - Cl 46 S
4.618071461;-74.170015949;177A08;Br Casa Blanca;Av. Agoberto Mejía;Av. Agoberto Mejía - Cl 49 S
4.618065459;-74.169497932;176B08;Cl 47B S;Av. Agoberto Mejía;Av. Agoberto Mejía - Cl 47B S
4.617799451;-74.168441899;314A08;C. C. Casa Blanca;Cl 47B S;Cl 47B S - Kr 47
4.620057465;-74.167384853;167A08;Pq Casablanca;Av Agoberto Mejía;Av Agoberto Mejía - Cl 44 S
4.620258467;-74.167415853;165A08;Salón Comunal Calarcá;Av. Agoberto Mejía;Av. Agoberto Mejía - Cl 45A S
4.624301507;-74.168515870;033A08;KR 81 C;Av. Villavicencio;Av. Villavicencio  - Kr 81C
4.624332505;-74.167905850;034A08;Salón Social de Desarrollo Com;Av. Villavicencio;Av. Villavicencio  - Kr 81B
4.628113556;-74.171836961;023A08;Portal de las Américas;Av. Ciudad de Cali;AK 86 - AC 43 S
4.627722552;-74.171715959;022A08;Portal de las Américas;Av. Ciudad de Cali;AK 86 - AC 43 S
4.628802560;-74.171365942;031A08;Portal de las Américas;Av. Villavicencio;Av. Villavicencio  - Av. Ciuda
4.632226597;-74.173069982;214A08;Br. Las Margaritas;AC 43 S;AC 43 S - Kr 87D
4.632168594;-74.172539965;213A08;Br. Tintalito;AC 43 S;AC 43 S - Kr 87C
4.626992537;-74.169777899;032A08;Av. Ciudad de Calí;Av. Villavicencio;Av. Villavicencio  - Kr 82B
4.628973559;-74.170884926;211A08;Portal de las Américas;AC 43 S;AC 43 S - Kr 86
4.629708556;-74.169019861;025A08;C.C. Milenio Plaza;Av. Ciudad de Cali;AK 86 - Cl 42F S
4.629420553;-74.168852857;024A08;Br. Tintalito;Av. Ciudad de Cali;AK 86 - Cl 42C S
4.635016656;-74.180307206;525A08;Av. Tintal;Cl 49 S;Cl 49 S - Kr 89B
4.634795651;-74.179689187;078A08;Av. Tintal;Kr 89B;Kr 89B - Cl49 S
4.638017688;-74.181557233;363A08;Pq. Metropolitano el Porvenir;Cl 46 S;Cl 46 S - Kr 93
4.638208691;-74.181762239;362A08;IED El Porvenir;Cl 49 S;Cl 49 S - Kr 93B
4.640704718;-74.182916264;364A08;Br. Osorio X Urbano;Cl 49 S;Cl 49 S - Kr 95A
4.640955720;-74.182897263;365A08;Pq. Metropolitano el Porvenir;Cl 49 S;Cl 49 S - Kr 95A
4.635764643;-74.176244069;054A08;Br. Las Margaritas;Kr 89B;Kr 89B - Cl45A S
4.635417640;-74.176149068;053A08;Br. Las Margaritas;Kr 89B;Kr 89B - Cl 45A S
4.645072731;-74.177776075;370A08;Kr 97B Bis;Cl 42F S;Cl 42F S - Cl 97B BIS
4.644779728;-74.177697073;369A08;Colegio El Jazmín Occidental;Cl 42F S;Cl 42F S - Kr 97A BIS
4.643371709;-74.176313035;372A08;Pq. Dindalito;Kr  95;Kr 95 - Cl 42B S
4.643490710;-74.176272033;371A08;Pq. Dindalito;Kr  95;Kr 95 - CL 42B-11
4.646534748;-74.178651096;375A08;Br El Jazmín;Cl 42F S;Cl 42F S - Kr 98C BIS EN FRENT
4.646501747;-74.178546093;376A08;Br El Jazmín;Cl 42F S;Cl 42F S - Kr 98C BIS
4.634646624;-74.174342012;215A08;Av Ciudad de Villavicencio;AC 43 S;AC 43 S - Kr 86G
4.634602622;-74.173886997;212A08;CED Hernán Durán Dusan;AC 43 S;AC 43 S - Kr 88G
4.641089678;-74.174072972;399A08;IED Villa Dindalito;Cl 42A S;Cl 42A S - Kr 92
4.640130665;-74.172935939;393A08;Kr 91;Kr  91;Kr 91 - Cl 42 S
4.640266665;-74.172819935;392A08;Cl 42 Sur;Kr  91;Kr 91 - Cl 42-21 S
4.641215667;-74.171478886;528A08;Cl 40A S;Kr  91A;Kr 91A - Cl 40A S
4.640335640;-74.167543761;068A08;IEDIT Rodrigo de Triana;Cl 38 S;Cl 38 S - Kr 89
4.642086689;-74.174521982;400A08;IED Villa Dindalito Kr 93A;Cl 42A S;Cl 42A S - Kr 93A-16
4.650075748;-74.172454876;408A08;Br Galán;Cl 34A S;Cl 34A S - Kr 99A
4.642362668;-74.169717823;410A08;Br el Paraíso;Kr  91 A;Kr 91 A - Cl 38 B S
4.642446668;-74.169461814;409A08;Pq. El Rosario;Kr  91 A;Kr 91 A - Cl 38A S
4.647520703;-74.167648730;529A08;Br Osorio;Cl 26 S;Cl 26 S - Kr 93B
4.647880706;-74.167767733;422A08;Kr 93D;Cl 26 S;Cl 26 S - Kr 93D
4.648962721;-74.168781761;303A08;Br Osorio;Cl 26 S;Cl 26 S - Kr 95A
4.648979720;-74.168653756;421A08;Kr 95;Cl 26 S;Cl 26 S - Kr 95
4.620528461;-74.165529790;035A08;Av. Villavicencio;Av. Villavicencio;Av. Villavicencio - Kr 79C
4.617887433;-74.164516770;130A08;Br Pastrana;Kr  79;Kr 79 - Cl 43 S
4.618400435;-74.163938748;131A08;Cl 47F Sur;Kr  79;Kr 79 - Cl 42F S
4.621384464;-74.164694759;178A08;IED San José;Av Agoberto Mejía;Av Agoberto Mejía - Cl 42C S
4.622196482;-74.166935828;164A08;Corona;Av. Villavicencio;Av. Villavicencio  - Kr 80F
4.621580467;-74.165086771;179A08;Cl 42C;Av Agoberto Mejía;Av Agoberto Mejía - Cl 42C S
4.619739434;-74.161355657;128A08;Br Ciudad Kennedy Sur;Kr  79;Kr 79 - Cl 42 S
4.620505436;-74.160444623;129A08;Br Ciudad Kennedy Occidental;Kr  79;Kr 79 - Cl 41F S
4.623233468;-74.162332672;008A08;Br Villa Nelly III Sector;Av Agoberto Mejía;Av Agoberto Mejía - Cl 41C S
4.623122466;-74.161945660;007A08;IED San Pedro Claver;Av Agoberto Mejía;Av Agoberto Mejía - Cl 41B S
4.631620559;-74.166104756;026A08;Br. Llano Grande;Av. Ciudad de Cali;AK 86 - Cl 40D S
4.632479564;-74.165603735;027A08;Br. Provivienda Occidental;Av. Ciudad de Cali;AK 86 - Cl 40A S
4.625946479;-74.159752575;006A08;Coliseo Cayetano Canizares;Av Agoberto Mejía;Av Agoberto Mejía - Cl 38 S
4.626191478;-74.159066551;005A08;IED Francisco de Paula Santand;Av Agoberto Mejía;Av Agoberto Mejía - Cl 38C S
4.618515408;-74.158233560;424A08;Pquia. Santa Margarita;Tv  78J;Tv  78J - CL 41C S
4.622274441;-74.158404548;127A08;IED Pablo VI;Kr  79;Kr 79 - Cl 40C S
4.622524443;-74.158410547;126A08;Cl 40C Sur;Kr 79;Kr79 - Cl 40 S
4.624016448;-74.156803487;150A08;IED Francisco de Paula Santand;Kr  89;Kr 79 - Cl 38C S
4.624331451;-74.156768484;149A08;INEM Francisco de Paula Santan;Kr  79;Kr 79 - Cl 38C S
4.625512464;-74.157396499;186A08;INEM Kennedy;CL 38 C S;CL 38 C S - Kr 79C
4.618183380;-74.152883386;171A08;Cl 40 Sur;CL 40 S;CL 40 S - Kr 77A
4.618254381;-74.153108393;170A08;Cl 40 S;Cl 40 S;CL 40 S - Kr 77A
4.619868394;-74.152929380;199A08;Cl 39A Sur;KR 78B;Kr 78B - Cl 39A S
4.620543396;-74.152029347;200A08;IED Jhon F. Kennedy;Kr 78B;Kr 78B - Cl 38C S
4.623122429;-74.154329410;191A08;CADE Kennedy;KR 78K;Kr 78K -  Cl 37A S
4.623622429;-74.153500381;106A08;CADE Kennedy;Kr  78K;Kr 78K - Cl 37A S
4.623027419;-74.152405348;124A08;Br Ciudad Kennedy Central;Cl 37 S;Cl 37 S - Kr 78C
4.623054418;-74.152081337;125A08;IED Prospero Pinzón;Cl 37 S;Cl 37 S - 78H
4.626161475;-74.158387529;426A08;INEM de Kennedy;Cl 38 C S;Cl 38 C S - Kr 79 G
4.628934491;-74.156967469;114A08;Corabastos;Av Agoberto Mejía;Av Agoberto Mejía - Cl 36 S
4.628913489;-74.156550455;187A08;Corabastos;Av Agoberto Mejía;Av Agoberto Mejía - Cl 34 S
4.630586496;-74.155040398;188A08;Br Ciudad Kennedy Norte;Av Agoberto Mejía;Av Agoberto Mejía - Av de las
4.633374523;-74.155567402;115A08;Corabastos;Kr  80G;Kr 80G - Cl 2
4.630509488;-74.153498348;429A08;KR 79F;Cl 26 S;Cl 26 S - Kr 79F
4.630549489;-74.153487347;430A08;Kr 79C;Cl 26 S;Cl 26 S - Kr 79C
4.631169489;-74.152466311;064A08;Portal Banderas;Av. De las Américas;Av. De las Américas - Kr 79A S
4.631651490;-74.151874289;065A08;Portal Banderas;Av. De las Américas;Av. De las Américas - Kr 79B /
4.637228602;-74.165186699;059A08;Br. Patio Bonito II;Cl 38 S;Cl 38 Sur - Kr 87D
4.634304569;-74.163560660;111A08;Br. Patio Bonito II Cl 38C Sur;Av. Ciudad de Cali;AK 86 - Cl 38A S
4.634041566;-74.163228650;112A08;Br. Llano Grande;Av. Ciudad de Cali;AK 86 - Cl 38A S
4.634901573;-74.163337649;066A08;Estación Patio Bonito;Cl 38 S;Cl 38 S - Kr 86A
4.636335585;-74.163246640;443A08;Cl 35B Sur;Kr  86F;Kr 86F - Cl 35 B Sur
4.638107612;-74.165559707;058A08;Kr 87I;Cl 38 S;Cl 38 S - Kr 87I
4.635042571;-74.162548623;029A08;Estación Patio Bonito;Av. Ciudad de Cali;AK 86 - Cl 37A S
4.634932568;-74.162237613;028A08;Br Saucedal;Av. Ciudad de Cali;Av Ciudad de Cali - Cl 36 S
4.636855586;-74.162430610;442A08;Kr  86F;Kr  86F;Kr 86F - Cl 34A-40 S
4.636841578;-74.160751555;210A08;Cl 34 Bis Sur;Av. Ciudad de Cali;Av Ciudad de Cali - CL 34BIS S
4.640600612;-74.161094548;447A08;IED Patio Bonito;Cl 5A;Cl 5A - Kr 87D-38
4.639025596;-74.160738544;448A08;CAI Patio Bonito;Kr  87;Kr 87 - 6-10 S
4.639108597;-74.160774545;445A08;CAI Patio Bonito;Kr  87;Kr 87 - 6-15
4.638043581;-74.159414506;030A08;Br Patio Bonito Cl 26 Sur;Av. Ciudad de Cali;AK 86 - Cl 26 S
4.640702605;-74.159631500;449A08;Salón Comunal Patio Bonito II;Cl 2;Cl 2 - Kr 87-70 AL FRENTE
4.645724681;-74.166355697;453A08;Kr 91 Bis;Cl 26 S;Cl 26 S - Kr 91 Bis -39
4.645701680;-74.166259694;454A08;Br Primavera;Cl 26 S;Cl 26 S - Kr 91C
4.643516653;-74.164530647;456A08;Br Osorio Kr 89D;Cl 26 S;Cl 26 S - Kr 89D
4.643397652;-74.164485646;455A08;Colegio Calandaima;Cl 26 S;Cl 26 S - Kr 89C-39
4.642664641;-74.163450616;062A08;AK 89;AK 89;AK 89 - Cl 5A-48 S (FRENTE)
4.642287633;-74.162469586;458A08;Colegio Pedagógico Rafael Pomb;Cl 5A S;Cl 5A S - Kr 88D-40
4.642167624;-74.160970537;459A08;Br Patio Bonito;Cl 2;Cl 2 - Kr 88 BIS
4.637537554;-74.154677353;046A07;Br. Ciudad Techo II;Av. Américas;Av Américas  - Kr 82A
4.638579582;-74.158468472;160A08;CL 1A Sur;Av. Ciudad de Cali;Av Ciudad de Cali - Cl 1A S
4.638397565;-74.155450374;052A08;Estaciòn Biblioteca Tintal;Av. Américas;Av Américas  - Kr 82
4.635229532;-74.154243349;003A08;Ciudad Techo II;Kr  80G;Kr 80G - Cl 2
4.634974529;-74.154042344;004A08;Corabastos;Kr  80G;Kr 80G - Cl 2
4.634941527;-74.153580329;051A08;Estación Tv  86;Av. Américas;Av Américas  - Kr 80C
4.635294528;-74.153160314;045A07;IED Isabel II;Av. Américas;Av Américas  - Kr 80C
4.642531596;-74.154460321;122A07;Biblioteca el Tintal;Av. Ciudad de Cali;Av Ciudad de Cali - Cl 6C
4.642746594;-74.153601292;123A07;Biblioteca el Tintal;Av. Ciudad de Cali;Av Ciudad de Cali - Cl 6D
4.587664078;-74.144464256;087A10;Br. Venecia Occidental;Av. Boyacá;Av. Boyacá  - Dg 52A S
4.585527058;-74.144095254;003A10;Colmotores;AC 56A S;AC 56A S - Kr 36A
4.585156052;-74.143493236;075A10;Colmotores;Av. Boyacá;Av. Boyacá S - Kr 36A
4.591071113;-74.145528274;001A10;Pq. Lagunetas;Av. Boyacá;Av. Boyacá  - Dg 50A S
4.591474114;-74.145089258;088A10;Pq. Lagunetas;Av. Boyacá;Av. Boyacá  - Dg 49 S
4.595047161;-74.148545354;044A10;La Sevillana;AC  57 R S;AC 57 R S - Kr 60
4.595227158;-74.147638324;057A09;Estación Sevillana;NQS;NQS - Kr 57
4.593158130;-74.145542265;050A10;INCOLCAR S.A.;Av. Boyacá;Av. Boyacá  - Cl 49B S
4.598193170;-74.144811217;092A09;Parroquia San Andrés;Av. Boyacá;Av. Boyacá  - Cl 44B S
4.599428181;-74.144849212;028A09;CAI las Delicias;Av. Boyacá;Av. Boyacá  - Cl 43C S
4.591183079;-74.138328038;033A10;Br. La Laguna;AK 53;AK  53 - Dg 49 S
4.591757085;-74.138523041;032A10;Br. La Laguna;AK 53;AK  53 - Dg 49 S
4.585298021;-74.136616009;034A10;Br. Fátima;Cl 51 S;Cl 51 S - Kr 34
4.588307054;-74.138174046;048A10;Urb. El Claret;Cl 51 S;Cl 50B S - Kr 38
4.588491053;-74.137611027;049A10;Urb. El Claret;Cl 50B S;Cl 50B S - Kr 37
4.585585021;-74.136084991;035A10;Br. Fátima;Cl 50B S;Cl 50B S - Kr 34
4.585356012;-74.134714947;091A10;Colegio San José de Cafasso;Av. Jorge Gaitán Cortes;AK 33 - Cl 49B S
4.585034009;-74.134668947;007A10;Fundación San Martín de Porres;AK 33;AK 33 - Cl 39B S
4.595293131;-74.141900135;045A10;Estación Venecia;AC  45 A S;AC 45 A S - Kr 54A
4.595725135;-74.141844131;058A09;Estación Venecia;NQS;NQS - Cl 44 Bis A sur
4.594367105;-74.137956010;302A10;Br. Venecia;AK 53;AK 53 - Cl 45 S
4.594378103;-74.137719002;031A10;Br. Venecia;AK 53;AK 53 - Dg 45 S
4.594054087;-74.134764907;046A10;La Alqueria;AC  45 A S;AC 45 A S - Kr 51
4.594591091;-74.134698902;059A09;Estación Alqueria;NQS;NQS - Kra 51 F
4.597129124;-74.137080968;001A09;Br. Alquería La Fragua II;Av. Congreso Eucarístico;AK 68 - Cl 39I S
4.597489124;-74.136370943;002A09;Br. La Alquería;Av. Congreso Eucarístico;AK 68 - Cl 42A S
4.599199135;-74.135717914;084A09;Br. Alquería La Fragua;Av. Congreso Eucarístico;AK 68 - Cl 41 S
4.600097138;-74.134721877;083A09;Br. La Alquería;Av. Congreso Eucarístico;AK 68 - Cl 40 S
4.603078239;-74.150425378;391A09;Kr 72J;Cl 45 S;Cl 45 S - Kr 72J
4.602744231;-74.149461348;414A09;Br Santa Catalina;Cl 43 A S;Cl 43A S - Kr 72i
4.603304241;-74.150509379;415A09;KR 72 J;Cl 45 S;Cl 45 S - Kr 72J
4.602268221;-74.148243310;472A09;IED la Chucua;Cl 43A S;Cl 43A S - Kr 72G
4.602176213;-74.146643258;509A09;Cl 42 Sur;Kr  72G;Kr 72G - Cl 42-64 S
4.602189209;-74.145885233;417A09;Br San Andrés;Tv  72D;Tv 72D - Cl 43 S
4.602747208;-74.144544186;419A09;Pq San Andrés;Tv  72D;Tv 72D - Cl 41 S
4.601679196;-74.144012174;017A09;Av. Ferrocarril;Av. Boyacá;Av. Boyacá  - Cl 40 S
4.601577193;-74.143580160;112A09;Cl 40 S;Av. Boyacá;Av. Boyacá  - Cl 40 S
4.603826214;-74.144032164;507A09;Kr 72D;Cl 40 S;Cl 40 S - Kr 72D-47
4.605867240;-74.145702210;506A09;Cl 40 Sur;Kr  72G;Kr 72G -Cl 40-28/34 S
4.605975240;-74.145499202;131A09;Kr 72G;Cl 40 S;Cl 40 S - Kr 72G-27
4.606917238;-74.143458131;115A09;Kr 72G;Cl 39B S;Cl 39B S - Kr 72G
4.606805234;-74.142813110;113A09;Kr 72F;Cl 39B S;Cl 39B S - Kr 72F-06
4.605346218;-74.142164096;091A09;Br. Nueva York;Av. Boyacá;Av. Boyacá  - Cl 39B S
4.606964231;-74.142011083;016A09;IED Alfonso López Pumarejo;Av. Boyacá;Av. Boyacá  - Cl 39 S
4.609209246;-74.141100043;111A09;IED OEA Sede B;Av. Boyacá;Av. Boyacá  - Kr 69 Bis
4.606913215;-74.138612972;429A09;Pq Público Carvajal;Kr 68 L;Kr 68 L - Cl 37D-38 S
4.607004215;-74.138583971;469A09;Pq Carvajal;Kr  68L;Kr 68L - CL 37D-17 /21 S
4.601284146;-74.134361859;086A09;Br. Alquería La Fragua Cl 38 S;AK 68;AK 68 - Cl 38 S
4.604911186;-74.136085899;433A09;IED Alqueria de la Fragua;Cl 37B S;Cl 37B S - Kr 69D-93
4.604859184;-74.135944894;434A09;IED Alqueria de la Fragua;Cl 37 B S;Cl 37 B S - Kr 68 D
4.605241183;-74.135031863;435A09;Br Alquería la Fragua Cl 37 Su;Kr  68D;Kr 68D - Cl 37-33 S
4.605371183;-74.134823855;436A09;Cl 37 Sur;Kr 68D;Kr 68D - Cl 37-20 S
4.612784276;-74.140974021;062A09;Parroquia San Cayetano;Av. Boyacá;Av. Boyacá  - Cl 37B S
4.612528272;-74.140612011;089A09;Hogar hospitalario San José;Av. Boyacá;Av. Boyacá  - Cl 37 S
4.612753245;-74.134467808;097A09;Br. Provivienda Kr 69B;Av. 1 de Mayo;Av. 1 de Mayo - Kr 69B
4.616655293;-74.137516890;159A08;Br. Provivienda Oriental Kr 71;Av. 1 de Mayo;Av. 1 de Mayo - Kr 71D
4.615748282;-74.136955876;099A09;Br. Provivienda Kr 71D;Av. 1 de Mayo;Av. 1 de Mayo - Kr 71D
4.614305263;-74.135542836;158A08;Br. Provivienda Oriental;Av. 1 de Mayo;Av. 1 de Mayo - Kr 69 Bis A
4.586055999;-74.130610809;005A10;Policía Nacional;AK 33;AK 33 - Cl 47A S
4.585810996;-74.130576809;006A10;Policía Nacional;AK 33;AK 33 - Cl 47 S
4.587640992;-74.126430664;072A10;Pq. Público Villa Mayor;AK 33;AK 33 - Cl 40 S
4.593809053;-74.128260695;060A09;Estación General Santander;NQS;NQS - Kra 50 Bis A
4.594764053;-74.126580635;008A09;Urb Villa Sonia;AK 50;Kr 50 - Cl 39A S
4.594665051;-74.126209624;007A09;Villa Sonia;AK 50;Kr 50 - Cl 39A S
4.600530108;-74.127736646;449A09;Kr 51B;Cl 37 S;Cl 37 S - Kr 51B
4.600707110;-74.127785647;450A09;IED Benjamín Herrera;Cl 37 S;Cl 37 S - Kr 51B
4.587863991;-74.125694639;004A10;Br. Inglés;AK 33;AK 33 - Cl 41 S
4.587825965;-74.120422466;070A10;Br. Bravo Paéz;Kr 31;Kr 31 - Cl 35B S
4.598124073;-74.124727559;005A09;Barrio San Luis;AK 50;Kr 50 - Cl 37 S
4.598424076;-74.124791559;006A09;Cl 35 Sur;AK 50;AK 50 - Cl 35 S
4.599978083;-74.123546511;004A09;Cl 31 Sur;AK 50;AK 50 - Cl 31 S
4.599761081;-74.123341505;003A09;Cl 31 Sur;AK 50;Kr 50 - Cl 31 S
4.602087148;-74.133364823;085A09;Br. La Alquería;Av. Congreso Eucarístico;AK 68 - Cl 38 S
4.603813159;-74.132568789;510A09;Br. Alquería La Fragua Cl 37 S;AK 68;AK 68 - Cl 32 S
4.604127155;-74.131207742;453A09;Br la Alqueria Kr 53;Cl 37 S;Cl 37 S - Kr 53-15/21
4.604217156;-74.131163741;465A09;AK 68;Cl 37 S;Cl 37 S - Kr 53
4.605890183;-74.133735817;456A09;Cl 36 S;Cl 36 S;Cl 36 S - Kr 68A-66/62
4.605777181;-74.133667815;467A09;Br Alqueria la Fragua;Cl 36 S;Cl 36 S - 68A-57
4.606117170;-74.130638714;087A09;Br. El Tejar;AK 68;AK 68 - Cl 31 S
4.607412179;-74.130248695;088A09;Br. Alquería La Fragua Cl 31 S;AK 68;AK 68 - Cl 30 S
4.602476134;-74.129625698;457A09;UPA 26 Alcalá Muzu;Cl 37 S;Cl 37 S - Kr 52
4.602494133;-74.129522695;458A09;UPA 26 Alcalá Muzu;Cl 37 S;Cl 37 S - Kr 52
4.606791156;-74.126668581;096A09;Br. Tejar;Av. 1 de Mayo;Av. 1 de Mayo - Kr 52A
4.606977158;-74.126603578;208A08;Br. San Eusebio Kr 52A;Av. 1 de Mayo;Av. 1 de Mayo - Kr 52A
4.611257220;-74.132070737;209A08;Br. Provivienda Oriental;Av. 1 de Mayo;Av. 1 de Mayo - Kr 68F
4.610615211;-74.131205711;098A09;Br. Provivienda Kr 68D;Av. 1 de Mayo;Av. 1 de Mayo - Kr 68D
4.610877201;-74.128687628;162A08;Br. Provivienda Oriental;Av. Congreso Eucarístico;AK 68 - Cl 23 S
4.610718198;-74.128374618;154A08;Br. Provivienda Norte;AK 68;AK 68 - Cl 22 S
4.614053223;-74.127721581;155A08;Br. Provivienda Oriental;AK 68;AK 68 - Cl 17 S
4.614082222;-74.127316567;002B08;Br. Provivienda Norte;Av. Congreso Eucarístico;AK 68 - Cl 17 S
4.617332246;-74.126666531;501A08;Br. Provivienda Oriental;AK 68;AK 68 - Cl 8 S
4.617230244;-74.126368521;502A08;Br. Provivienda Norte;AK 68;AK 68 - Cl 9 S
4.604945132;-74.124911532;061A09;Br. Alcalá;Av. 1 de Mayo;Av. 1 de Mayo - Kr 51D
