HOTEL BOGOT� ROYAL;KR 8 A 99 55;6341734 - 6004100 - ;reservas@hotelbogotaroyal.com;www.hotelesroyal.com;-74.040405516164;4.68056998573057
LA MANSI�N HOTEL;KR 17 102 47/51;2578037 - 2578017 - 2568038;reservas@hotellamansionbogota.com;www.hotellamansionbogota.com;-74.0493848687904;4.68777227870389
RADISSON ROYAL BOGOT� HOTEL;CL 113 7 65;6578700 - 6578709 - ;reservas@radissonroyal.com;www.radisson.com/bogota.co;-74.0347921050786;4.69101793979188
HOTEL CASONA DEL PATIO;KR 8 69 24;2128805 -  - ;reservas@lacasonadelpatio.net;www.lacasonadelpatio,net;-74.0582956583661;4.652471634025966
HOTEL CHARLESTON BOGOT�;KR 13 85 46;2571100 -  - ;info@hotelescharleston.com;www.hotelescharleston.com;-74.0534685261951;4.66947094362406
HOTEL EGINA;KR 14 A 119 16;6371610 -  - ;info@lemanoir-egina.com;www.lemanoir-egina.com;-74.0413432326603;4.6988956459098
HOTEL BOGOT� REGENCY (REGENCY SUITES);KR 7 127 21;5921777 -  - ;reservas@hotelregency.com.co;www.hotelregency.com;-74.0288146123633;4.70246888606464
NUEVO HOTEL RINC�N SANTA BARBARA;CL 126 7 A 19;6201397 -  - ;vesntas@rincondesantabarbara.com;www.rincondesantabarbara.com;-74.03052975852194;4.7011457061015305
CASABLANCA 121;CL 121 7 A 66;5938794 -  - ;reservas@hbybhotels.com;www.hbybhotels.com;-74.03194859224774;4.69835706734226
HOTEL HILL HOUSE;CL 120 A 6 54;2133434 -  - ;reservas@hotelhillhouse.com.co;www.hotelhillhouse.com.co;-74.0301710618135;4.697140790604679
SANTAFE BOUTIQUE HOTEL;CL 116 15 64;5942400 -  - ;reservas@santafeboutique.com;www.santafeboutique.com;-74.0436333343878;4.69671012124275
HOTEL SUITE 114;CL 114 11 A 59;2148073 - 2148120 - ;hsuite114@gmail.com;www.suitehotel114.com;-74.0389745373617;4.69394024841796
HOTEL HACIENDA ROYAL;CL 114 6 02;6578950 - 6578900 - ;cmorales@haciendaroyal.com;www.haciendaroyal.com;-74.0318493688115;4.69183844067362
APARTAHOTEL CASA DE SI�N;KR 14 B 111 19;2143675 - 2143942 - 6205814;apartahotelcasadesion@hotmail.com;www.casadesion.com;-74.04314773018412;4.694033167732246
HOTEL DANN NORTE;KR 15 112 09;6374377 - 2152844 - ;servcioalcliente@dannnorte.comco;www.hotelesdann.com;-74.0437376424491;4.69479919701195
LANCASTER HOUSE CORPHOTELES;AK 45 106 B 28;6291100 -  - 2142772;reservas@lancasterhouse.com.co;www.lancasterhouse.com.co;-74.05524798243341;4.694991045559143
CASONA REAL HOTEL;CL 106 14 49;2140179 -  - ;reservas@casonareal.com.co;www.casonareal.com.co;-74.04487624821165;4.689616305557488
HOTEL BALCONES DE MIRANDA  ;KR 8 D 106 78;6203678 - 6203735 - ;hotelbalconesdemiranda@yahoo.es;www.hotelbalconesdemiranda.com;-74.04081518334523;4.688719033976043
104 ART SUITES;KR 18 A 104 77;6025959 -  - ;e.commerce@104artsuites.com;NA;-74.05055608025344;4.691099127348652
HOTEL DANN CARLTON BOGOT�;AV 15 103 60;6350010 - 6461888 - 18000943266;angela.bueno@hotelesdann.com - centralreservas@hotelesdann.com;NA;-74.0470266648297;4.68832445506923
HOTEL LE MANOIR;CL 105 17 A 82;2133980 -  - ;info@lemanoir-egina.com;www.lemanoir-egina.com;-74.05008007182347;4.691656771391221
CASA RINC�N DEL CHICO INTERNACIONAL;CL 101 13 32;2147430 - 2158637 - 2159855;hotelrincondelchico1@hotmail.com;www.rincondelchico.com;-74.04548891763046;4.684851425384889
HOTEL SUITE CHICO II HOUSE;CL 101 13 A 23;7420410 - 2155530 - ;reservas@hotelsuitechico.com.co;www.hotelsuitechico.com.co;-74.04621232325334;4.6848120810127405
HOTEL LE MIRAGE;KR 14 A 102 12;2570412 - 2561955 - 6103036;hotellemiragebta@gmail.com;www.hotellemirageltda.com;-74.04654247548798;4.686990416876632
101 PARK HOUSE;KR 21 101 10;6000101 - 6001087 - 6001828;reservas@101parkhouse.com;www.101parkhouse.com;-74.05406045398027;4.687525941845263
BOGOT� PLAZA SUMMIT HOTEL;CL 100 18 A 30;6322200 -  - ;dr@bogotaplazahotel.com;www.bogotaplazahotel.com;-74.0517105200311;4.68612700707915
GHL CONFORT HOTEL EL BELVEDERE - INVERSIONES BELVEDERE LTDA;KR 17 A 100 16;2577700 -  - ;reservas.belvedere@ghlhoteles.com;www.ghlhoteles.com;-74.05019102846056;4.686097829285935
HOTEL ANDES PLAZA;AK 15 100 11;3148180 -  - ;andesplaza@doradoplaza.com;www.hotelandesplaza.co;-74.04826373495122;4.685832056029274
HOTEL GRAND HOUSE;KR 18 93 97;4034000 -  - ;recepcion@hotelgh.com - ventas@hotelgh.com;NA;-74.0540276948619;4.67901987301168
HOTEL GHL HAMILTON COURT;KR 14 81 20;6215455 -  - ;hotel.hamilton@ghlhoteles.com;www.ghlhoteles.com;-74.0557164302568;4.666827843773477
GHL CONFORT HOTEL LOS HEROES;CL 74 15 60;3175959 -  - ;hotel.losheroes@ghlhoteles.com;www.ghlhoteles.com;-74.0607256631403;4.66140780648812
CASABLANCA 93;CL 93 18 11;5938794 -  - ;reservas@hbybhotels.com;www.hbybhotels.com;-74.05418907161341;4.677665101775399
HOTEL BOGOT� ROYAL SUITE;CL 53 10 78;3479835 - 3473955 - 3108524911;reservasbogotaroyalsuite@gmail.com;www.hotelbogotaroyalsuite.com;-74.0648501615621;4.6402403828859
HOTEL BH EL RETIRO;CL 80 10 11;7563177 -  - ;recepcionelretiro@bhhoteles.com;www.bhhoteles.com;-74.05333275137173;4.663556976953078
HOTEL BH LA QUINTA;KR 5 74 52;7424908 -  - ;recepcionlaquinta@bhhoteles.com;www.bhhoteles.com;-74.0527942857738;4.65633633111083
CELEBRITIES SUITES - MODERNO PARK SA;CL 74 10 33;6011414 - 6012604 - 6012606;reserva@celebritiessuites.com;www.celebritiessuites.com;-74.0568140394249;4.65833681639902
HOTEL CASA FALCON;CL 69 11 A 64;2110491 -  - ;jcartagena64@gmail.com;www.hotelcasafalcon.com;-74.06195712239253;4.65529152143726
APARTAMENTOS LAGO 76;KR 15 76 15;6913720 - 2366458 - 2366494;ap_hotelago76@yahoo.com - apartahotel_76@hotmail.com;www.lago76.com;-74.0591323841687;4.66300408798037
HOTEL INTER BOGOT�;KR 3 20 17;3417057 - 2837631 - ;servicioalcliente@interbogotahotel.com;www.interbogotahotel.com;-74.06779308861769;4.60434296107741
HOTEL MONSERRAT SPA VITAL;KR 3 20 35;2868685 - 3418947 - ;monserratspavitalltda@hotmail.com;www.hotelmonserratspa.net;-74.06782263228446;4.6044826064757345
CASA DE HUESPEDES SANTA MAR�A HOTEL;KR 45 24 B 09;3680516 - 6380517 - 3102389983;casahuespedessantamaria@yahoo.com;www.hotelcercaalaembajada.net - www.hotelcercaalaembajada.com;-74.09394298183709;4.635656040128162
HOTEL CLAUDIA DEL CENTRO;KR 8 17 66;3422727 -  - ;hospedajeclaudia@hotmail.com;NA;-74.0728934888406;4.6045733002779
HOTEL MANILA PLAZA;CL 17 8 23;2439013 - 3413308 - 3105792043;hotelmanilaplaza@gmail.com;NA;-74.07341334067;4.60413586353765
HOTEL SOFITEL BOGOT� VICTORIA REGIA - PROMOTORA Y OPERADORA DE HOTELES PROMOTEL ;KR 13 85 80;6212666 -  - ;reservas.bogota@sofitel.com - reservas@sofitel.com;www.sofitel.com;-74.05304044803746;4.6699749607195296
HOTEL ESTRELLA LA 23;CL 23 7 86;3418790 - 3133026578 - ;hotelestrellala23@hotmail.com;www.hotelestrellala23.com;-74.0711084924018;4.60945570232993
HOTEL AMERICANO;CL 23 9 18;3413000 - 3346237 - ;info@hotelamericanobogota.com - inversionesyhoteles@hotmail.com;www.hotelamericanobogota.com;-74.07148290873496;4.609741613899105
HOTEL EL DUQUE CENTRO INTERNACIONAL;CL 23 9 38;3340080 - 3340081 - ;hotel.duque@hotmail.com;www.hotelelduqueci.com;-74.0716529876058;4.6097282694765
HOTEL EUROPA VIEJO;CL 23 13 30;2436625 - 2811938 - ;hotel-europa@hotmail.com;NA;-74.07349216875073;4.610835893180261
GUN CLUB;KR 8 16 28;2811283 - 3133434731 - ;;NA;-74.0735739994679;4.60334710755722
A MI REFUGIO CASA CULTURAL Y DE HUESPEDES ;KR 19 33 21;2872489 -  - ;amirefugiohostal@gmail.com;www.amirefugio.org;-74.0740506090667;4.62219618468536
HOTEL DEL PARQUE SUPERIOR;KR 5 23 34;3363600 - 2842200 - ;reservas@hoteldelparquesuperior.co;www.hoteldelparquesuperior.co;-74.06803484485677;4.6082407901141025
HOTEL LOS CERROS;CL 19 9 18;3416068 - 2838438 - ;hotel_los_cerros@hotmail.com;NA;-74.0731521288616;4.60657526903798
HOTEL SAN FRANCISCO DE ASIS;KR 10 23 63;2861677 -  - ;info@sfbogota.com;www.hotelsanfranciscodeasis.com;-74.0719497956009;4.61046894768158
HOTEL LA SABANA;CL 23 5 23;2844830 -  - ;hotel_lasabana@hotmail.com;www.hotellasabana.com;-74.06899721207394;4.60795530810613
HOTEL LIDO;CL 11 9 45 ;3412582 -  - ;lidoplazahotel@hotmail.com;NA;-74.0774215444839;4.59958376760031
ABADIA COLONIAL (ROMA);CL 11 2 32;3411884 -  - ;abadiacolonial@gmail.com;www.abadiacolonial.com;-74.0711058683924;4.59564284995832
HOTEL DE LA OPERA - INVERSIONES LA OPERA S A;CL 10 5 72 ;3362066 -  - ;manager@hotelopera.com.co - sales@hotelopera.com.co;www.hotelopera.com.co;-74.0746524676243;4.59663481042018
ALEGRIA�S HOSTEL;CL 9 2 13;2868047 - 2823168 - ;alegriamesa@hotmail.com;www.alegriashostel.com;-74.0721269914488;4.5936953374406
POSADA ANANDA MAYI;CL 9 2 81;3417208 - 3340419 - ;anandamayihostel@yahoo.com;www.anandamayihostel.com;-74.0727393541604;4.59391738538796
HOTEL INTERNACIONAL;KR 5 12 C 45;3418731 - 3418336 - ;hotelinternacionalbogota@hotmail.com;www.hotelinternacionalbogota.com;-74.071809932523;4.60013058268866
HOTEL AMBAL� BOGOT� COLONIAL;KR 5 12 B 46;3426384 - 3412376 - 3376593;info@hotelambala.net;www.hotelambala.net;-74.0723001581338;4.59917741331411
HOSTAL SUE CANDELARIA;KR 3 12 C 18;3412647 - 3144640774 - ;hostalsuecandelaria@yahoo.com;www.suecandelaria.com;-74.070077864709;4.59873438165656
HOTEL EL DORADO;KR 4 12 D 02;3343988 - 2817271 - ;doradohotel@hotmail.com;NA;-74.0704109230467;4.60021057039525
HOSTAL SUE E.U.;CL 12 F 2 55;3348894 -  - ;hostalsue@yahoo.com;www.suecandelaria.com;-74.0685206818192;4.60005672488845
THE HOSTAL CRANKYCROC;CL 12 D 3 46;3422438 - 3144275299 - ;info@crankycroc.com;www.crankycroc.com;-74.0699703112193;4.59976733453991
HOSTAL FATIMA;CL 12 C 2 24;2816389 - 2810071 - ;contacto@hostalfatima.com;www.hostalfatima.com;-74.069395788142;4.59835941214084
CASA POSADA AMELIA SAN FELIPE EL DORADO;KR 73 B BIS 24 D 85;4105644 - 3163753486 - ;casaposadaamelia@gmail.com;casaposadaamelia.wix.com/bogota;-74.11552413219246;4.666489641746941
HABITEL;AC 26 100 97 ;4199999 - 3105631311 - ;reservas@hotelhabitel.com;info@hotelhabitel.com;-74.13100256025518;4.688416605711878
GHL HOTEL CAPITAL;CL 25 B 69 A 50;4233000 -  - ;reservas.capital@ghlhoteles.com;hotel.capital@ghlhoteles.com;-74.1082590864117;4.65837952223408
HOTEL A.R.V.;CL 17 96 C 32;2670845 - 3134287725 - ;hotel_arv@hotmail.com;NA;-74.14219976398743;4.6685377288827805
HOTEL SHERATON BOGOT�;CL 25 B 69 C 80;2105000 -  - ;reservas@sheratonbogota.com - hotel.sheratonbogota@ghlhoteles.com;www.sheratonbogota.com - www.ghlhoteles.com;-74.1093661583897;4.66011662684884
HOTEL HYNTIVA;KR 98 17 36;2670367 - 5451203 - ;jairopico1@hotmail.com;NA;-74.14418011624029;4.671604952323523
HOTEL LOS CAMBULOS;KR 96 C 17 38;2679973 - 2673387 - 3132913396;NA;NA;-74.14173322090745;4.66814261296553
HOTEL FONTIB�N;CL 17 97 10;2679728 - 2679828 - ;servicioalcliente@hotelfontibon.com;www.hotelfontibon.com;-74.1440506422697;4.670919515264994
HOTEL ESCORIAL FONTIB�N EN SUCESI�N;CL 17 96 C 15;2981150 - 2672951 - 4188241;hotelescorial@hotmail.com;NA;-74.14249879097787;4.668114266599057
CASA BLANCA 98 HOTEL;CL 17 A 97 83;4186098 -  - ;NA;NA;-74.14411294838078;4.671656209651415
HOSTAL BOGOT� REAL;CL 103 B 46 05;6348094 - 3112121599 - ;info@hostalbogotareal.com;www.hostalbogotareal.com;-74.05825315533667;4.690880110637087
HOTEL RESIDENCIA ESPA�A;KR 7 23 20;3421396 - 7503736 - 3134229479;hotel_107@hotmail.com;NA;-74.0702651038835;4.60924152127126
HOTEL DANN AV 19 - INVERSIONES SPIWAK LTDA;AV 19 5 72;2840100 -  - ;lina.medellin@hotelesdann.com - centralreservas@hotelesdann.com;www.hotelesdann.com;-74.0706475237693;4.60489940509539
HOTEL FERROVIAL;KR 40 22 59;2695559 - 2695555 - ;recepcion@hotelferrovialinn.com - reservas@hotelferrovialinn.com;www.hotelferrovialinn.com;-74.0946198206946;4.62975623128618
NUEVO HOTEL TEUSAQUILLO;KR 16 28 A 24;2457996 - 6055515 - 2857960;hteusaquillo@etb.net.co;NA;-74.07315666527512;4.61711788251417
HOTEL QUINTA PAREDES INN;KR 40 22 69;2441533 - 2441535 - ;hotelqp@hotmail.com - hotelquintaparedesinn@yahoo.com;www.hotelquintaparedesinn.com;-74.094544934741;4.62980658563303
HOSTAL DE FEDERMAN;KR 38 56 38;2225531 -  - ;contactenos@hostaldefederman.com;www.hostaldefederman.com;-74.08276384148242;4.646496912777845
APARTAMENTOS GALERIAS 52;KR 30 52 38;2486652 - 2486521 - 3477130;galerias51@gmail.com;www.apartamentosgalerias.com;-74.0787251431879;4.64176468770484
HOTEL EMBAJADOR;CL 37 18 A 49;2458078 - 2452842 - 2322636;hotelembajador01@hotmail.com;www.hotelembajador.com.co;-74.073007287536;4.62607014069418
HOTEL SUAMOX;CL 38 16 07;2870065 - 2329812 - 3123869128;reservas@hotelsuamox.com;www.hotelsuamox.com;-74.07092313663456;4.62641119266852
HOTEL VILLA KARINA;CL 30 17 47;2871445 - 2870953 - 2871298;hotelvillakarina@yahoo.es;NA;-74.0739395367188;4.61944355651343
HOTEL INNOVA MASTER CENTRO INTERNACIONAL;CL 34 7 87;2887007 -  - ;reservas@hotelesinnova.com;www.hotelesinnova.com;-74.0678157903833;4.62173264357849
HOTEL CAVIAR;KR 19 39 A 18;2870870 -  - ;reservas@hotelcaviar.com;www.hotelcaviar.com;-74.0727103716373;4.62851136339755
HOTEL AMERICAN DREAM AND EVENTS;AV 40 25 28;2643309 -  - ;reservas@hotelamericandream.com;www.hotelamericandream.com;-74.089898339238;4.63250590002431
HOTEL COLOMBIANS SUITE INTERNATIONAL;KR 43 A 24 C 06;7441010 -  - ;reservas@hotelcolombiansuite.com;www.hotelescsi.com;-74.09183482291184;4.63330731549824
CASA KOLPING BOGOT�;KR 16 35 41;2453223 -  - ;ckolpingbogta@etb.net.co;www.kolpingcolombia.com;-74.07129661970083;4.62463519944609
HOTEL CASA LA EMBAJADA COLONIAL;KR 44 A 24 A 60;2447994 - 2694422 - ;hotelcasalaembajadacolonial@gmail.com;NA;-74.09357347780018;4.633973836219491
HOTEL CASA FORTEL;CL 22 B 44 C 09;2696058 - 3134775051 - ;reservas@casafortel.com;NA;-74.0959978466437;4.633924439917265
HOTEL CASA LA EMBAJADA;CL 24 D 44 A 97;2694838 - 5720260 - ;reservaslaembajada@gmail.com;www.hotelcasaembajada.com;-74.09317829731604;4.635836920134779
HOTEL SALITRE RUGAL;AC 24  40 71;8051408 - 3689403 - ;reservas@hotelsalitrerugal.com;www.hotelsalitrerugal.com;-74.0932721004457;4.63126582984367
HOTEL PLATINUM SUITE;AC 24 40 76;3378080 - 2685627 - ;reservas@hotelplatinumsuite.com.co;www.hotelplatinumsuite.com.co;-74.09329588099203;4.631848719334389
HOTEL SAN PABLO;CL 26 38 A 11;3694700 -  - ;reservas@sanpablohotel.com - operacion@sanpablohotel.com;www.sanpablohotel.com;-74.0864272337882;4.63287082346529
HOTEL CASA SANTA MARTA;KR 43 22 A 91;3691876 - 3687163 - ;hotelcasasantamarta@gmail.com;NA;-74.09411972642732;4.631403010732428
HOTEL TUR�STICO INTERNACIONAL GRAN AM�RICA;CL 24 32 86;2694903 - 5707725 - 3685348;hgranamerica@hotmail.com;NA;-74.0859274066618;4.62627874428667
HOTEL TEUSACA AC;DG 33 BIS A 14 64;5606085 - 2323556 - 2323722;teusaca_185@hotmail.com;www.hotelteusacac.inf.travel;-74.07037553195146;4.621918388235994
HOTEL MAR�A ISABEL BOGOT�;DG 33 BIS A 15 05;2880399 -  - ;reservas@hotelmariaisabelbogota.com;www.hotelmariaisabelbogota.com;-74.0707061595571;4.62181694047543
SUITES EJECUTIVAS 57 INN;CL 57 18 25;3458428 - 2490408 - ;ejecutivas57@hotelbogotainn.com;www.hotelbogotainn.com;-74.0695192757343;4.64456882149137
HOTEL CASA AMERICANA;CL 24 D 44 A 73;2698875 - 5792287 - 4781570;reservas@hotelcasaamericana.com;www.hotelcasaamericana.com;-74.0930582473468;4.635582274856369
SUITES INN GALERIAS;KR 23 53 A 43;3101066 - 5414688 - 5403569;galerias@hotelbogotainn.com;www.hotelbogotainn.com;-74.07344379901636;4.642675551423438
HOTEL SIAR;KR 25 52 16;7008500 -  - ;hotelsiar@yahoo.es;www.hotelsiar.com;-74.07451966685517;4.640998839397325
HOTEL GAVAN E.U.;AV CARACAS 51 39;2357990 -  - ;hotelgavan@gmail.com;www.hotelgavan.com;-74.0667558427206;4.63878091621501
HOTEL PARKWAY;AK 24 39 B 32;2885090 - 2885091 - ;hotelparkway@live.com;www.hotelparkway.com.co;-74.0746581862949;4.6298520176731355
HOTEL LORD GALERIAS;KR 27 A 53 20;2488540 -  - ;hotel_lordgalerias@yahoo.com.ar;www.hotellordgalerias.com;-74.07621530429614;4.64251562174049
HOTEL EL CAMPIN (MAICHEL E HIJOPS CIS S EN C);KR 25 52 35;3491616 -  - ;reservas@hotelelcampin.com;comercial@hotelelcampin.com;-74.07473010730594;4.64126542830801
HOTEL EL CONDADO PLAZA BOGOT�;DG 53 D 23 18;2101102 - 2101105 - 3138611212;condadoplazahotel@hotmail.com;www.hotelelcondadoplaza.com;-74.07273129425259;4.6438454773737465
HOTEL SUITE BOGOT� COLONIAL UNO;CL 24 C 44 35;3682682 -  - ;suitebogotacolonial@gmail.com;NA;-74.0928984406321;4.634464323095013
HOTEL SAN RAFAEL;AC 24 43 A 49;2686858 - 3142935020 - 3689341;hotelsanrafael10@gamil.com;NA;-74.0940761468892;4.63246261114687
HOTEL SANTAF� REAL;AC 24 40 31;3686817 -  - ;reservas@hotelsantafereal.com;www.hotelsantafereal.com;-74.0930703970179;4.6309659205663
EMBASSY PARK HOTEL;AC 24 44 A 79;3691876 -  - ;reservas@hotelembassypark.com;www.hotelembassypark.com;-74.0951425318282;4.63402551812446
HOTEL ESTELAR DE LA FERIA;AC 24 43 A 85;5978240 -  - ;reservas.hotelaferia@hotelesestelar.com;www.hotelesestelar.com;-74.0942572683652;4.63273279699449
VIAGGIO PARQUE 54 - INMOBILIRIARIA ROYAL S.A.S.;KR 4 54 24;7449999 -  - ;mercadeo@viaggio.com.co - reservas@viaggio.com.co;www.viaggio.com.co;-74.06046724676081;4.639595418724661
VIAGGIO COUNTRY - INMOBILIRIARIA ROYAL S.A.S.;KR 15 85 55;7449999 -  - ;mercadeo@viaggio.com.co;www.viaggio.com.co;-74.0551508052695;4.67050356025731
VIAGGIO SALLE - INMOBILIRIARIA ROYAL S.A.S.;CL 61 5 75;7449999 -  - ;mercadeo@viaggio.com.co;www.viaggio.com.co;-74.06049604381454;4.64604671683617
VIAGGIO CENTRO FINANCIERO - INMOBILIRIARIA ROYAL S.A.S.;CL 62 3 A 50;7449999 -  - ;mercadeo@viaggio.com.co - reservas@viaggio.com.co;www.viaggio.com.co;-74.0576016249999;4.6455573870000535
VIAGGIO STUDIOS - INMOBILIRIARIA ROYAL S.A.S.;CL 62 3 B 37;7449999 -  - ;mercadeo@viaggio.com.co;www.viaggio.com.co;-74.05800463492933;4.645562763808686
CASA HOTEL ZUETANA PI;CL 106 A 18 A 19;6206848 - 6208052 - ;reservas@zuetana.com.co;www.zuetana.com;-74.04989304038091;4.692895930419191
HOTEL PARQUE 97 SUITES;CL 97 19 15;7444030 - 6917337 - ;reservas@hotelparque97.com;www.hotelparque97.com;-74.05273419130981;4.683970625515122
SUITES REAL 97;CL 97 A 10 45;6109700 -  - ;real97@suitesreal.com;www.suitesreal.com;-74.04403222622109;4.680256472806737
HOTEL DE LA VILLE;CL 100 13 55;6500700 -  - ;ventas@hotelesdelaville.com.co;www.hotelesdelaville.com;-74.0464245697252;4.68381185596163
RICHMOND SUITES;CL 93 18 81;6235623 -  - ;reservas@richmondsuiteshotel.com;www.richmondsuiteshotel.com;-74.0547769050365;4.677966349754274
HALIFAX;CL 93 15 93;6163098 -  - ;info@hotelhalifax.com.co;www.hotelhalifax.com.co;-74.0526871165138;4.67709486702192
HOTEL ESTELAR WINDSOR HOUSE;CL 95 9 97;6343630 -  - ;reservas.hwhouse@hotelesestelar.com;www.hotelesestelar.com;-74.0434834131516;4.67751344597304
HOTEL VIRREY PARK;KR 15 87 94;2181625 - 2181606 - ;reservas@hotelvirreypark.com;www.hotelvirreypark.com;-74.0539570599122;4.67251942084605
HOTEL CHICO IMPERIAL SUITES;KR 19 C 91 63;6108003 -  - ;reservas@chicoimperialsuites.com.co;www.chicoimperial.com.co;-74.05709842946759;4.6779652968427525
HOTEL LA FONT;KR 16 86 A 32;5938150 -  - ;hotel@lafont.com.co;www.lafont.com.co/hotel;-74.05476537745842;4.672226782540142
SUITES REAL 85;KR 18 84 56;2180100 -  - ;suitesreal85@gmail.com;www.suitesreal.com;-74.05701630284982;4.670281846187172
HOTEL EXCELSIOR BOGOT�;KR 14 86 A 96;2184311 -  - ;reservas@hotelexcelsiorbogota.com;www.hotelexcelsiorbogota.com;-74.05357602025133;4.671506097980326
HOTEL BOHEME ROYAL;CL 82 12 35;6447100 - 6447132 - ;recepcionbh@bohemeroyal.com;www.hotelesroyal.com;-74.0544650533027;4.66654511678498
HOTEL ANDINO ROYAL;CL 85 12 28;6513100 - 6515131 - ;ipena@andinoroyal.com - jsanabria@andinoroyal.com;www.hotelesroyal.com;-74.0526214025828;4.66861507670573
SUITE LUGANO IMPERIAL & CIA LTDA.;CL 70 A 7 62;3131113 -  - ;reservas@lytoperadora.com;www.ltyoperadora.com;-74.05683224197126;4.654228644739275
CROWNE PLAZA TEQUENDAMABOGOT� (HOTEL TEQUENDAMA);KR 10 26 21;3820300 - 3822930 - 18000916565;reservas@sht.com.co;www.sht.com.co;-74.071216347347;4.61198372497338
HOTEL CASA MEDINA;KR 7 69 A 22;3120299 - 2170288 - ;info@hotelescharleston.com;www.hotelescharleston.com;-74.0565850845073;4.65241981914047
EMAUS BOGOT�;KR 4 69 A 46;5442005 -  - ;gerencia@hotelemausbogota.com.co;www.hotelemausbogota.com;-74.05396144159991;4.651110649934161
HOTEL ABC 7 AVENIDA;KR 7 47 63;2856329 - 2872026 - 2872097;hotelabc7@hotmail.com;www.hotelabc7.com;-74.0639511079566;4.6343000894524
HOTEL L�TOILE;KR 7 43 47;2878728 - 2876717 - ;recepcion.hotel6@gmail.com - reservas@grupotasaca.com;www.hotelesgrupotasaca.com;-74.0645978350272;4.63067443588318
HOTEL PORTON BOGOT�;CL 84 7 65;6166611 -  - ;servicioalcliente@hotelportonbogota.com.co;www.hotelportonbogota.com.co;-74.0481975774778;4.66437062586787
HOTEL RETIRO 84;CL 84 9 95;6161501 -  - ;reservas@retiro84.com - amandas@retiro84.com;www.retiro84.com;-74.05082259448872;4.6663770341597415
ROYAL PARK METROTEL;CL 74 13 27;3254445 -  - ;reservas@metrotelroyalpark.com - servicioalclienteml@metrotelroyalpark.com;www.metrotelroyalpark.com;-74.0594253515749;4.66027250533427
HOTEL CONFORT 80;KR 16 A 79 85;6101678 -  - ;operaciones@hotelesconfort80.com;www.hotelesconfort80.com;-74.05847653705572;4.666884979693608
MORRISON HOTEL;CL 84 BIS 13 54;6223111 -  - ;morrisonhotel@morrisonhotel.com;www.morrisonhotel.com;-74.05440042891676;4.6690486553517605
HOTEL EMBASSY SUITES ROSALES BOGOT� BY HILTON;CL 70 6 22;3171313 -  - ;reservas@embassy-bogota.com.co - crm@embassy-bogota.com.co;www.embassysuites.com - www.hilton.com;-74.05578985050587;4.652576945274204
HOTEL NACI�N;KR 8 65 29 / KR 8 A 65 36;2480709 - 2555680 - ;hotelnacion@hotmail.com - contactenos@hotelesnacion.com;www.hotelesnacion.com;-74.06002510171173;4.650114887292264
HOTEL ESTELAR SUITE JONES - SURCURSAL CHAPINERO ALTO;CL 61 5 39;3468246 -  - ;www.hotelesestelar.com;NA;-74.0599251619676;4.64580262432589
HOTEL LOURDES 62 ;CL 62 11 15;2175735 - 3106190271 - ;hotellourdesla62@hotmail.com;www.hotellourdes.amawebs.com;-74.0629186519193;4.64851126530907
